54	138	6.59787		
54	139	4.41038		
54	140	2.74204		
54	141	1.01954		
54	142	0.287064	
54	143	0.0674515	
54	144	0.00932527	
54	145	0.00261033	
54	146	0.00038389	
54	147	8.8508e-06	

55	140	3.96251		
55	141	4.36876		
55	142	2.68674		
55	143	1.26121		
55	144	0.45786		
55	145	0.110858	
55	146	0.0174331	
55	147	0.00611573	
55	148	0.000887285	
55	149	7.5575e-05	

56	143	3.87903		
56	144	3.1853		
56	145	1.89432		
56	146	0.656746	
56	147	0.172819	
56	148	0.0514274	
56	149	0.020591	
56	150	0.00318107	
56	151	0.000192524	
56	152	2.00434e-05	

57	146	1.8918		
57	147	1.26264		
57	148	0.534832	
57	149	0.202809	
57	150	0.0400423	
57	151	0.00564283	
57	152	0.0068917	
57	153	0.000609556	
57	154	2.9606e-05	

58	148	1.54915		
58	149	0.788772	
58	150	0.47376		
58	151	0.173416	
58	152	0.151955	
58	153	0.0131068	



































